Service Price Name	Healthcare Service	Price Type	Currency	Service Charge	Group Name (If Applicable)
NEUROPSYCHOLOGICAL ASSESSMENT Foreign Corporate	NEUROPSYCHOLOGICAL ASSESSMENT	Percentage	GHS	101.6	Foreign Corporate
New Baby Care (Home Care) Foreign Corporate	New Baby Care (Home Care)	Percentage	GHS	101.6	Foreign Corporate
NG Tube feeding (Home Care) Foreign Corporate	NG Tube feeding (Home Care)	Percentage	GHS	101.6	Foreign Corporate
NG Tube Insertion Foreign Corporate	NG Tube Insertion	Percentage	GHS	101.6	Foreign Corporate
NICU (Daily Rate) Foreign Corporate	NICU (Daily Rate)	Percentage	GHS	101.6	Foreign Corporate
NICU - Perfusor Extension Line Foreign Corporate	NICU - Perfusor Extension Line	Percentage	GHS	101.6	Foreign Corporate
NICU - Random Blood Sugar Foreign Corporate	NICU - Random Blood Sugar	Percentage	GHS	101.6	Foreign Corporate
NICU - Registration Fee Foreign Corporate	NICU - Registration Fee	Percentage	GHS	101.6	Foreign Corporate
NICU Babies charge Foreign Corporate	NICU Babies charge	Percentage	GHS	101.6	Foreign Corporate
NICU NG Tube Foreign Corporate	NICU NG Tube	Percentage	GHS	101.6	Foreign Corporate
NICU Nursing Care Foreign Corporate	NICU Nursing Care	Percentage	GHS	101.6	Foreign Corporate
Nursing High Care Charge Foreign Corporate	Nursing High Care Charge	Percentage	GHS	101.6	Foreign Corporate
Nursing Service Charge Foreign Corporate	Nursing Service Charge	Percentage	GHS	101.6	Foreign Corporate
Nursing Service Charge - M&C Foreign Corporate	Nursing Service Charge - M&C	Percentage	GHS	101.6	Foreign Corporate
Perfusor Line Foreign Corporate	Perfusor Line	Percentage	GHS	101.6	Foreign Corporate
Perfusor line/perfusor (ICU) Foreign Corporate	Perfusor line/perfusor (ICU)	Percentage	GHS	101.6	Foreign Corporate
Pericardiocentesis Foreign Corporate	Pericardiocentesis	Percentage	GHS	101.6	Foreign Corporate
Physical Examination Fee Foreign Corporate	Physical Examination Fee	Percentage	GHS	101.6	Foreign Corporate
Placement of the Therapeutic (bandage) Contact Lens Foreign Corporate	Placement of the Therapeutic (bandage) Contact Lens	Percentage	GHS	101.6	Foreign Corporate
POLICE FORM Foreign Corporate	POLICE FORM	Percentage	GHS	101.6	Foreign Corporate
Police Report Foreign Corporate	Police Report	Percentage	GHS	101.6	Foreign Corporate
RANDOM BLOOD GLUCOSE (M&C) Foreign Corporate	RANDOM BLOOD GLUCOSE (M&C)	Percentage	GHS	101.6	Foreign Corporate
Reduction of a Digit Dislocation Foreign Corporate	Reduction of a Digit Dislocation	Percentage	GHS	101.6	Foreign Corporate
Reduction of Ankle Dislocation Foreign Corporate	Reduction of Ankle Dislocation	Percentage	GHS	101.6	Foreign Corporate
Reduction of Colles Fracture Foreign Corporate	Reduction of Colles Fracture	Percentage	GHS	101.6	Foreign Corporate
Reduction of Elbow Dislocation Foreign Corporate	Reduction of Elbow Dislocation	Percentage	GHS	101.6	Foreign Corporate
Reduction of Hip Dislocation Foreign Corporate	Reduction of Hip Dislocation	Percentage	GHS	101.6	Foreign Corporate
Reduction of Shoulder Dislocation Foreign Corporate	Reduction of Shoulder Dislocation	Percentage	GHS	101.6	Foreign Corporate
Registration Fee Foreign Corporate	Registration Fee	Percentage	GHS	101.6	Foreign Corporate
Removal of Cast Foreign Corporate	Removal of Cast	Percentage	GHS	101.6	Foreign Corporate
REMOVAL OF IMPLANT Foreign Corporate	REMOVAL OF IMPLANT	Percentage	GHS	101.6	Foreign Corporate
REMOVAL OF IUCD Foreign Corporate	REMOVAL OF IUCD	Percentage	GHS	101.6	Foreign Corporate
Removal of Jadel - M&C Foreign Corporate	Removal of Jadel - M&C	Percentage	GHS	101.6	Foreign Corporate
Removal of UID Foreign Corporate	Removal of UID	Percentage	GHS	101.6	Foreign Corporate
Reporting Fee Foreign Corporate	Reporting Fee	Percentage	GHS	101.6	Foreign Corporate
Resuscitation Advance Foreign Corporate	Resuscitation Advance	Percentage	GHS	101.6	Foreign Corporate
Resuscitation Basic Foreign Corporate	Resuscitation Basic	Percentage	GHS	101.6	Foreign Corporate
Ring Removal Foreign Corporate	Ring Removal	Percentage	GHS	101.6	Foreign Corporate
SARS-COV-2 NUCLEIC ACID TEST(200-300) Foreign Corporate	SARS-COV-2 NUCLEIC ACID TEST(200-300)	Percentage	GHS	101.6	Foreign Corporate
SARS-COV-2 NUCLEIC ACID TEST(300+) Foreign Corporate	SARS-COV-2 NUCLEIC ACID TEST(300+)	Percentage	GHS	101.6	Foreign Corporate
SARS-COV-2 NUCLEIC ACID TEST(Express) Foreign Corporate	SARS-COV-2 NUCLEIC ACID TEST(Express)	Percentage	GHS	101.6	Foreign Corporate
SARS-COV-2 NUCLEIC ACID TEST(Standard) Foreign Corporate	SARS-COV-2 NUCLEIC ACID TEST(Standard)	Percentage	GHS	101.6	Foreign Corporate
SCHOOL REPORT (FOREIGN) Foreign Corporate	SCHOOL REPORT (FOREIGN)	Percentage	GHS	101.6	Foreign Corporate
SCHOOL REPORT (LOCAL) Foreign Corporate	SCHOOL REPORT (LOCAL)	Percentage	GHS	101.6	Foreign Corporate
Sp Emergency Foreign Corporate	Sp Emergency	Percentage	GHS	101.6	Foreign Corporate
Steroid Injections Foreign Corporate	Steroid Injections	Percentage	GHS	101.6	Foreign Corporate
SUCTION FEE - MAJOR Foreign Corporate	SUCTION FEE - MAJOR	Percentage	GHS	101.6	Foreign Corporate
Surgical Cricothyroidotomy Foreign Corporate	Surgical Cricothyroidotomy	Percentage	GHS	101.6	Foreign Corporate
Surgical Wound Dressing (ICU) Foreign Corporate	Surgical Wound Dressing (ICU)	Percentage	GHS	101.6	Foreign Corporate
BILATERAL IRRIGATION Foreign Corporate	BILATERAL IRRIGATION	Percentage	GHS	101.6	Foreign Corporate
COLOR VISION Foreign Corporate	COLOR VISION	Percentage	GHS	101.6	Foreign Corporate
CONJUNCTIVAL FOREIGN BODY REMOVAL Foreign Corporate	CONJUNCTIVAL FOREIGN BODY REMOVAL	Percentage	GHS	101.6	Foreign Corporate
CORNEAL FOREIGN BODY REMOVAL Foreign Corporate	CORNEAL FOREIGN BODY REMOVAL	Percentage	GHS	101.6	Foreign Corporate
CYCLOPLEGIC REFRACTION (WET) Foreign Corporate	CYCLOPLEGIC REFRACTION (WET)	Percentage	GHS	101.6	Foreign Corporate
DILATED FUNDUS EXAMS Foreign Corporate	DILATED FUNDUS EXAMS	Percentage	GHS	101.6	Foreign Corporate
EPILATION BY FORCEPS Foreign Corporate	EPILATION BY FORCEPS	Percentage	GHS	101.6	Foreign Corporate
REFRACTION (DRY) Foreign Corporate	REFRACTION (DRY)	Percentage	GHS	101.6	Foreign Corporate
TONOMETR Foreign Corporate	TONOMETR	Percentage	GHS	101.6	Foreign Corporate
UNILATERAL IRRIGATION Foreign Corporate	UNILATERAL IRRIGATION	Percentage	GHS	101.6	Foreign Corporate
TEMPERATURE SKIN PATCH (NICU) Foreign Corporate	TEMPERATURE SKIN PATCH (NICU)	Percentage	GHS	101.6	Foreign Corporate
Three way tap(stopcork) (ICU) Foreign Corporate	Three way tap(stopcork) (ICU)	Percentage	GHS	101.6	Foreign Corporate
Tonometry Foreign Corporate	Tonometry	Percentage	GHS	101.6	Foreign Corporate
Ultrasound Guided Biopsies (Deep) Foreign Corporate	Ultrasound Guided Biopsies (Deep)	Percentage	GHS	101.6	Foreign Corporate
Ultrasound Guided Biopsies (Superficial) Foreign Corporate	Ultrasound Guided Biopsies (Superficial)	Percentage	GHS	101.6	Foreign Corporate
Umbilical Catheteization Foreign Corporate	Umbilical Catheteization	Percentage	GHS	101.6	Foreign Corporate
Urethral Catheter Insertion/Removal (ICU) Foreign Corporate	Urethral Catheter Insertion/Removal (ICU)	Percentage	GHS	101.6	Foreign Corporate
Vaginal Speculum Foreign Corporate	Vaginal Speculum	Percentage	GHS	101.6	Foreign Corporate
Workmans Compensation Medical Report Foreign Corporate	Workmans Compensation Medical Report	Percentage	GHS	101.6	Foreign Corporate
WOUND DRESSING (M&C) Foreign Corporate	WOUND DRESSING (M&C)	Percentage	GHS	101.6	Foreign Corporate
CARDIOTOCOGRAM (M&C) Foreign Corporate	CARDIOTOCOGRAM (M&C)	Percentage	GHS	101.6	Foreign Corporate
Nursing Critical Care Charge Foreign Corporate	Nursing Critical Care Charge	Percentage	GHS	101.6	Foreign Corporate
Removal of Catheter Foreign Corporate	Removal of Catheter	Percentage	GHS	101.6	Foreign Corporate
SILICON FOLEY CATHETER Foreign Corporate	SILICON FOLEY CATHETER	Percentage	GHS	101.6	Foreign Corporate
SUCTION FEE - MINOR Foreign Corporate	SUCTION FEE - MINOR	Percentage	GHS	101.6	Foreign Corporate
Vacuum Extraction and Delivery Foreign Corporate	Vacuum Extraction and Delivery	Percentage	GHS	101.6	Foreign Corporate
ANAESTHESIA FEE Major Level 1 Local Cash	ANAESTHESIA FEE	Fixed Price	GHS	100	Local cash
ANAESTHESIA FEE Major Level 2 Local Cash	ANAESTHESIA FEE	Fixed Price	GHS	100	Local cash
ANAESTHESIA FEE Major Level 3 Local Cash	ANAESTHESIA FEE	Fixed Price	GHS	100	Local cash
ANAESTHESIA FEE Major Level 4 Local Cash	ANAESTHESIA FEE	Fixed Price	GHS	100	Local cash
ANAESTHESIA FEE Major Level 5 Local Cash	ANAESTHESIA FEE	Fixed Price	GHS	100	Local cash
ANAESTHESIA FEE Major Level 1 Foreign Cash	ANAESTHESIA FEE	Fixed Price	GHS	100	Foreign cash
ANAESTHESIA FEE Major Level 2 Foreign Cash	ANAESTHESIA FEE	Fixed Price	GHS	100	Foreign cash
ANAESTHESIA FEE Major Level 3 Foreign Cash	ANAESTHESIA FEE	Fixed Price	GHS	100	Foreign cash
ANAESTHESIA FEE Major Level 4 Foreign Cash	ANAESTHESIA FEE	Fixed Price	GHS	100	Foreign cash
ANAESTHESIA FEE Major Level 5 Foreign Cash	ANAESTHESIA FEE	Fixed Price	GHS	100	Foreign cash
ANAESTHESIA FEE Major Level 1 Foreign credit	ANAESTHESIA FEE	Fixed Price	GHS	100	Foreign credit
ANAESTHESIA FEE Major Level 2 Foreign credit	ANAESTHESIA FEE	Fixed Price	GHS	100	Foreign credit
ANAESTHESIA FEE Major Level 3 Foreign credit	ANAESTHESIA FEE	Fixed Price	GHS	100	Foreign credit
ANAESTHESIA FEE Major Level 4 Foreign credit	ANAESTHESIA FEE	Fixed Price	GHS	100	Foreign credit
ANAESTHESIA FEE Major Level 5 Foreign credit	ANAESTHESIA FEE	Fixed Price	GHS	100	Foreign credit
ANAESTHESIA FEE Major Level 1 Local Credit	ANAESTHESIA FEE	Fixed Price	GHS	100	Local credit
ANAESTHESIA FEE Major Level 2 Local Credit	ANAESTHESIA FEE	Fixed Price	GHS	100	Local credit
ANAESTHESIA FEE Major Level 3 Local Credit	ANAESTHESIA FEE	Fixed Price	GHS	100	Local credit
ANAESTHESIA FEE Major Level 4 Local Credit	ANAESTHESIA FEE	Fixed Price	GHS	100	Local credit
ANAESTHESIA FEE Major Level 5 Local Credit	ANAESTHESIA FEE	Fixed Price	GHS	100	Local credit
Theatre Major Level 1 Local Cash	Theatre	Fixed Price	GHS	100	Local cash
Theatre Major Level 2 Local Cash	Theatre	Fixed Price	GHS	100	Local cash
Theatre Major Level 3 Local Cash	Theatre	Fixed Price	GHS	100	Local cash
Theatre Major Level 4 Local Cash	Theatre	Fixed Price	GHS	100	Local cash
Theatre Major Level 5 Local Cash	Theatre	Fixed Price	GHS	100	Local cash
Theatre Major Level 1 Foreign Cash	Theatre	Fixed Price	GHS	100	Foreign cash
Theatre Major Level 2 Foreign Cash	Theatre	Fixed Price	GHS	100	Foreign cash
Theatre Major Level 3 Foreign Cash	Theatre	Fixed Price	GHS	100	Foreign cash
Theatre Major Level 4 Foreign Cash	Theatre	Fixed Price	GHS	100	Foreign cash
Theatre Major Level 5 Foreign Cash	Theatre	Fixed Price	GHS	100	Foreign cash
Theatre Major Level 1 Foreign credit	Theatre	Fixed Price	GHS	100	Foreign credit
Theatre Major Level 2 Foreign credit	Theatre	Fixed Price	GHS	100	Foreign credit
Theatre Major Level 3 Foreign credit	Theatre	Fixed Price	GHS	100	Foreign credit
Theatre Major Level 4 Foreign credit	Theatre	Fixed Price	GHS	100	Foreign credit
Theatre Major Level 5 Foreign credit	Theatre	Fixed Price	GHS	100	Foreign credit
Theatre Major Level 1 Local Credit	Theatre	Fixed Price	GHS	100	Local credit
Theatre Major Level 2 Local Credit	Theatre	Fixed Price	GHS	100	Local credit
Theatre Major Level 3 Local Credit	Theatre	Fixed Price	GHS	100	Local credit
Theatre Major Level 4 Local Credit	Theatre	Fixed Price	GHS	100	Local credit
Theatre Major Level 5 Local Credit	Theatre	Fixed Price	GHS	100	Local credit
Surgeon Major Level 1 Local Cash	Surgeon	Fixed Price	GHS	100	Local cash
Surgeon Major Level 2 Local Cash	Surgeon	Fixed Price	GHS	100	Local cash
Surgeon Major Level 3 Local Cash	Surgeon	Fixed Price	GHS	100	Local cash
Surgeon Major Level 4 Local Cash	Surgeon	Fixed Price	GHS	100	Local cash
Surgeon Major Level 5 Local Cash	Surgeon	Fixed Price	GHS	100	Local cash
Surgeon Major Level 1 Foreign Cash	Surgeon	Fixed Price	GHS	100	Foreign cash
Surgeon Major Level 2 Foreign Cash	Surgeon	Fixed Price	GHS	100	Foreign cash
Surgeon Major Level 3 Foreign Cash	Surgeon	Fixed Price	GHS	100	Foreign cash
Surgeon Major Level 4 Foreign Cash	Surgeon	Fixed Price	GHS	100	Foreign cash
Surgeon Major Level 5 Foreign Cash	Surgeon	Fixed Price	GHS	100	Foreign cash
Surgeon Major Level 1 Foreign credit	Surgeon	Fixed Price	GHS	100	Foreign credit
Surgeon Major Level 2 Foreign credit	Surgeon	Fixed Price	GHS	100	Foreign credit
Surgeon Major Level 3 Foreign credit	Surgeon	Fixed Price	GHS	100	Foreign credit
Surgeon Major Level 4 Foreign credit	Surgeon	Fixed Price	GHS	100	Foreign credit
Surgeon Major Level 5 Foreign credit	Surgeon	Fixed Price	GHS	100	Foreign credit
Surgeon Major Level 1 Local Credit	Surgeon	Fixed Price	GHS	100	Local credit
Surgeon Major Level 2 Local Credit	Surgeon	Fixed Price	GHS	100	Local credit
Surgeon Major Level 3 Local Credit	Surgeon	Fixed Price	GHS	100	Local credit
Surgeon Major Level 4 Local Credit	Surgeon	Fixed Price	GHS	100	Local credit
Surgeon Major Level 5 Local Credit	Surgeon	Fixed Price	GHS	100	Local credit
Assistant Surgeon Major Level 1 Local Cash	Assistant Surgeon	Fixed Price	GHS	100	Local cash
Assistant Surgeon Major Level 2 Local Cash	Assistant Surgeon	Fixed Price	GHS	100	Local cash
Assistant Surgeon Major Level 3 Local Cash	Assistant Surgeon	Fixed Price	GHS	100	Local cash
Assistant Surgeon Major Level 4 Local Cash	Assistant Surgeon	Fixed Price	GHS	100	Local cash
Assistant Surgeon Major Level 5 Local Cash	Assistant Surgeon	Fixed Price	GHS	100	Local cash
Assistant Surgeon Major Level 1 Foreign credit	Assistant Surgeon	Fixed Price	GHS	100	Foreign credit
Assistant Surgeon Major Level 2 Foreign credit	Assistant Surgeon	Fixed Price	GHS	100	Foreign credit
Assistant Surgeon Major Level 3 Foreign credit	Assistant Surgeon	Fixed Price	GHS	100	Foreign credit
Assistant Surgeon Major Level 4 Foreign credit	Assistant Surgeon	Fixed Price	GHS	100	Foreign credit
Assistant Surgeon Major Level 5 Foreign credit	Assistant Surgeon	Fixed Price	GHS	100	Foreign credit
Assistant Surgeon Major Level 1 Local Credit	Assistant Surgeon	Fixed Price	GHS	100	Local credit
Assistant Surgeon Major Level 2 Local Credit	Assistant Surgeon	Fixed Price	GHS	100	Local credit
Assistant Surgeon Major Level 3 Local Credit	Assistant Surgeon	Fixed Price	GHS	100	Local credit
Assistant Surgeon Major Level 4 Local Credit	Assistant Surgeon	Fixed Price	GHS	100	Local credit
Assistant Surgeon Major Level 5 Local Credit	Assistant Surgeon	Fixed Price	GHS	100	Local credit
Assistant Surgeon Major Level 1 Foreign Cash	Assistant Surgeon	Fixed Price	GHS	100	Foreign cash
Assistant Surgeon Major Level 2 Foreign Cash	Assistant Surgeon	Fixed Price	GHS	100	Foreign cash
Assistant Surgeon Major Level 3 Foreign Cash	Assistant Surgeon	Fixed Price	GHS	100	Foreign cash
Assistant Surgeon Major Level 4 Foreign Cash	Assistant Surgeon	Fixed Price	GHS	100	Foreign cash
Assistant Surgeon Major Level 5 Foreign Cash	Assistant Surgeon	Fixed Price	GHS	100	Foreign cash
ANAESTHESIA FEE Minor Level 1 Local Cash	ANAESTHESIA FEE	Fixed Price	GHS	100	Local cash
ANAESTHESIA FEE Minor Level 2 Local Cash	ANAESTHESIA FEE	Fixed Price	GHS	100	Local cash
ANAESTHESIA FEE Minor Level 3 Local Cash	ANAESTHESIA FEE	Fixed Price	GHS	100	Local cash
ANAESTHESIA FEE Minor Level 4 Local Cash	ANAESTHESIA FEE	Fixed Price	GHS	100	Local cash
ANAESTHESIA FEE Minor Level 5 Local Cash	ANAESTHESIA FEE	Fixed Price	GHS	100	Local cash
ANAESTHESIA FEE Minor Level 1 Foreign Cash	ANAESTHESIA FEE	Fixed Price	GHS	100	Foreign cash
ANAESTHESIA FEE Minor Level 2 Foreign Cash	ANAESTHESIA FEE	Fixed Price	GHS	100	Foreign cash
ANAESTHESIA FEE Minor Level 3 Foreign Cash	ANAESTHESIA FEE	Fixed Price	GHS	100	Foreign cash
ANAESTHESIA FEE Minor Level 4 Foreign Cash	ANAESTHESIA FEE	Fixed Price	GHS	100	Foreign cash
ANAESTHESIA FEE Minor Level 5 Foreign Cash	ANAESTHESIA FEE	Fixed Price	GHS	100	Foreign cash
ANAESTHESIA FEE Minor Level 1 Foreign credit	ANAESTHESIA FEE	Fixed Price	GHS	100	Foreign credit
ANAESTHESIA FEE Minor Level 2 Foreign credit	ANAESTHESIA FEE	Fixed Price	GHS	100	Foreign credit
ANAESTHESIA FEE Minor Level 3 Foreign credit	ANAESTHESIA FEE	Fixed Price	GHS	100	Foreign credit
ANAESTHESIA FEE Minor Level 4 Foreign credit	ANAESTHESIA FEE	Fixed Price	GHS	100	Foreign credit
ANAESTHESIA FEE Minor Level 5 Foreign credit	ANAESTHESIA FEE	Fixed Price	GHS	100	Foreign credit
ANAESTHESIA FEE Minor Level 1 Local Credit	ANAESTHESIA FEE	Fixed Price	GHS	100	Local credit
ANAESTHESIA FEE Minor Level 2 Local Credit	ANAESTHESIA FEE	Fixed Price	GHS	100	Local credit
ANAESTHESIA FEE Minor Level 3 Local Credit	ANAESTHESIA FEE	Fixed Price	GHS	100	Local credit
ANAESTHESIA FEE Minor Level 4 Local Credit	ANAESTHESIA FEE	Fixed Price	GHS	100	Local credit
ANAESTHESIA FEE Minor Level 5 Local Credit	ANAESTHESIA FEE	Fixed Price	GHS	100	Local credit
Theatre Minor Level 1 Local Cash	Theatre	Fixed Price	GHS	100	Local cash
Theatre Minor Level 2 Local Cash	Theatre	Fixed Price	GHS	100	Local cash
Theatre Minor Level 3 Local Cash	Theatre	Fixed Price	GHS	100	Local cash
Theatre Minor Level 4 Local Cash	Theatre	Fixed Price	GHS	100	Local cash
Theatre Minor Level 5 Local Cash	Theatre	Fixed Price	GHS	100	Local cash
Theatre Minor Level 1 Foreign Cash	Theatre	Fixed Price	GHS	100	Foreign cash
Theatre Minor Level 2 Foreign Cash	Theatre	Fixed Price	GHS	100	Foreign cash
Theatre Minor Level 3 Foreign Cash	Theatre	Fixed Price	GHS	100	Foreign cash
Theatre Minor Level 4 Foreign Cash	Theatre	Fixed Price	GHS	100	Foreign cash
Theatre Minor Level 5 Foreign Cash	Theatre	Fixed Price	GHS	100	Foreign cash
Theatre Minor Level 1 Foreign credit	Theatre	Fixed Price	GHS	100	Foreign credit
Theatre Minor Level 2 Foreign credit	Theatre	Fixed Price	GHS	100	Foreign credit
Theatre Minor Level 3 Foreign credit	Theatre	Fixed Price	GHS	100	Foreign credit
Theatre Minor Level 4 Foreign credit	Theatre	Fixed Price	GHS	100	Foreign credit
Theatre Minor Level 5 Foreign credit	Theatre	Fixed Price	GHS	100	Foreign credit
Theatre Minor Level 1 Local Credit	Theatre	Fixed Price	GHS	100	Local credit
Theatre Minor Level 2 Local Credit	Theatre	Fixed Price	GHS	100	Local credit
Theatre Minor Level 3 Local Credit	Theatre	Fixed Price	GHS	100	Local credit
Theatre Minor Level 4 Local Credit	Theatre	Fixed Price	GHS	100	Local credit
Theatre Minor Level 5 Local Credit	Theatre	Fixed Price	GHS	100	Local credit
Surgeon Minor Level 1 Local Cash	Surgeon	Fixed Price	GHS	100	Local cash
Surgeon Minor Level 2 Local Cash	Surgeon	Fixed Price	GHS	100	Local cash
Surgeon Minor Level 3 Local Cash	Surgeon	Fixed Price	GHS	100	Local cash
Surgeon Minor Level 4 Local Cash	Surgeon	Fixed Price	GHS	100	Local cash
Surgeon Minor Level 5 Local Cash	Surgeon	Fixed Price	GHS	100	Local cash
Surgeon Minor Level 1 Foreign Cash	Surgeon	Fixed Price	GHS	100	Foreign cash
Surgeon Minor Level 2 Foreign Cash	Surgeon	Fixed Price	GHS	100	Foreign cash
Surgeon Minor Level 3 Foreign Cash	Surgeon	Fixed Price	GHS	100	Foreign cash
Surgeon Minor Level 4 Foreign Cash	Surgeon	Fixed Price	GHS	100	Foreign cash
Surgeon Minor Level 5 Foreign Cash	Surgeon	Fixed Price	GHS	100	Foreign cash
Surgeon Minor Level 1 Foreign credit	Surgeon	Fixed Price	GHS	100	Foreign credit
Surgeon Minor Level 2 Foreign credit	Surgeon	Fixed Price	GHS	100	Foreign credit
Surgeon Minor Level 3 Foreign credit	Surgeon	Fixed Price	GHS	100	Foreign credit
